Date,Ticker,Open,Close,Ticker_key
2015-01-01,AAPL,,,AAPL
2015-01-02,AAPL,24.74623350688034,24.28858757019043,AAPL
2015-01-03,AAPL,24.74623350688034,24.28858757019043,AAPL
2015-01-04,AAPL,24.74623350688034,24.28858757019043,AAPL
2015-01-05,AAPL,24.05753340346533,23.60433006286621,AAPL
2015-01-06,AAPL,23.668752380257303,23.60654830932617,AAPL
2015-01-07,AAPL,23.81538655398129,23.93757438659668,AAPL
2015-01-08,AAPL,24.266365009745527,24.8573055267334,AAPL
2015-01-09,AAPL,25.03058629252021,24.883962631225582,AAPL
2015-01-10,AAPL,25.03058629252021,24.883962631225582,AAPL
2015-01-11,AAPL,25.03058629252021,24.883962631225582,AAPL
2015-01-12,AAPL,25.015039596441564,24.270809173583984,AAPL
2015-01-13,AAPL,24.75511290800869,24.48630142211914,AAPL
2015-01-14,AAPL,24.22415685028305,24.39299774169922,AAPL
2015-01-15,AAPL,24.437430536762403,23.730966567993164,AAPL
2015-01-16,AAPL,23.77761670422448,23.546571731567383,AAPL
2015-01-17,AAPL,23.77761670422448,23.546571731567383,AAPL
2015-01-18,AAPL,23.77761670422448,23.546571731567383,AAPL
2015-01-19,AAPL,23.77761670422448,23.546571731567383,AAPL
2015-01-20,AAPL,23.95756044123407,24.153060913085938,AAPL
2015-01-21,AAPL,24.20416503139128,24.337461471557617,AAPL
2015-01-22,AAPL,24.49519072615685,24.970609664916992,AAPL
2015-01-23,AAPL,24.94839090312455,25.099458694458008,AAPL
2015-01-24,AAPL,24.94839090312455,25.099458694458008,AAPL
2015-01-25,AAPL,24.94839090312455,25.099458694458008,AAPL
2015-01-26,AAPL,25.268300881851875,25.12611961364746,AAPL
2015-01-27,AAPL,24.9750477120884,24.246368408203125,AAPL
2015-01-28,AAPL,26.13249192220053,25.617084503173828,AAPL
2015-01-29,AAPL,25.84147494247085,26.414644241333008,AAPL
2015-01-30,AAPL,26.303563649024,26.0280876159668,AAPL
2015-01-31,AAPL,26.303563649024,26.0280876159668,AAPL
2015-02-01,AAPL,26.303563649024,26.0280876159668,AAPL
2015-02-02,AAPL,26.225805607091413,26.354656219482425,AAPL
2015-02-03,AAPL,26.32577433048608,26.35909843444824,AAPL
2015-02-04,AAPL,26.32577473038041,26.561262130737305,AAPL
2015-02-05,AAPL,26.768684571272377,26.750843048095703,AAPL
2015-02-06,AAPL,26.768688956504,26.52558135986328,AAPL
2015-02-07,AAPL,26.768688956504,26.52558135986328,AAPL
2015-02-08,AAPL,26.768688956504,26.52558135986328,AAPL
2015-02-09,AAPL,26.44082759720668,26.701778411865234,AAPL
2015-02-10,AAPL,26.80213745030901,27.214752197265625,AAPL
2015-02-11,AAPL,27.382035659559783,27.85264015197754,AAPL
2015-02-12,AAPL,28.115816023320768,28.20503044128418,AAPL
2015-02-13,AAPL,28.387917665522387,28.343311309814453,AAPL
2015-02-14,AAPL,28.387917665522387,28.343311309814453,AAPL
2015-02-15,AAPL,28.387917665522387,28.343311309814453,AAPL
2015-02-16,AAPL,28.387917665522387,28.343311309814453,AAPL
