target_return,volatility,sharpe,AAPL,MSFT,GOOG,DIA,SPY,BTC-USD,ETH-USD
0.3785531680224659,0.3291946214578194,1.0284286132112448,0.2556808330311496,0.5112606865541562,8.132145655302814e-18,0.0,0.0,0.23305848041469426,0.0
0.3877037849283204,0.34029764868836215,1.0217637008909828,0.24311002528705375,0.5358497887471049,0.0,0.0,0.0,0.22104018596584152,0.0
0.3968544018212432,0.3516222135546206,1.0148801414271567,0.2305055933529291,0.5604389936093229,3.304701178367738e-17,4.3820710721429726e-17,2.7755575615628914e-17,0.20905541303774783,0.0
0.40600501894692265,0.3631476194895567,1.0078684240347833,0.21789895630187384,0.5850282058314726,9.790185983460736e-19,2.104408574575764e-17,0.0,0.19707283786665344,2.0722059539174767e-18
0.41515563587786064,0.37485543456957743,1.000800845554308,0.20516130411079922,0.6096178177125047,8.914112870822242e-18,5.1164471872614396e-17,0.0,0.18522087817669616,0.0
0.42430625298797725,0.38672890988754843,0.9937355164363698,0.19260316905304753,0.6342068817451827,1.7542811779911763e-17,6.716704926354826e-17,0.0,0.17318994920176983,0.0
0.4334568700746335,0.39875331671572684,0.9867174856758141,0.18003555156321233,0.6587959746786898,2.0174539044651245e-17,0.0,0.0,0.16116847375809815,5.563402489167179e-18
0.4426074870022467,0.41091540888200695,0.9797819169099453,0.16746200001542044,0.6833850853108729,4.6581322887244145e-18,0.0,1.3877787807814457e-16,0.1491529146737065,0.0
0.451758104001215,0.42318009250781036,0.9730091544739088,0.17624476685821266,0.7079089639739541,0.0,8.653427823175434e-17,0.0,0.11584626916783429,0.0
0.46090872101274927,0.43557560160506625,0.9663275891985903,0.16710633836074373,0.7324875823627796,1.5657081792256158e-17,0.0,0.0,0.10040607927647702,2.3142790305327142e-17
0.4700593380350333,0.4480752137173419,0.9597927420871053,0.1622411567813683,0.7570531482905962,0.0,1.5878823923368147e-16,0.0,0.08070569492803577,0.0
0.4792099550477967,0.4606715685561692,0.9534123332689334,0.15377088595682806,0.7816297258174447,3.124140281736765e-17,2.7908444092287317e-17,0.0,0.06459938822572735,3.108471119345469e-17
0.488360572060606,0.47335647910206197,0.9471943278586317,0.14530049595811173,0.8062063037084297,0.0,4.2219496509839754e-17,0.0,0.04849320033345856,0.0
0.4975111890932196,0.486123013105149,0.9411428316689451,0.13683008203979624,0.8307828817256102,0.0,4.123565353897739e-17,0.0,0.03238703623459377,7.207240493772571e-18
0.5066618060863177,0.4989649052617643,0.9352597771209984,0.12835987805300242,0.8553594589955436,0.0,5.307968715668312e-17,0.0,0.016280662951454312,0.0
0.5158124230991504,0.5118764839547424,0.9295453845096339,0.11988948601051319,0.879936036892834,0.0,0.0,0.0,0.00017447709665342585,2.1516889841753882e-17
0.5249630403002272,0.5248608276064881,0.9239840635693733,0.09543857273698075,0.9045614272630175,0.0,0.0,8.015186695898301e-17,1.7034984534092246e-15,3.8783255780074195e-17
0.5341136570109982,0.5379210398021608,0.9185616855453838,0.07081264911902066,0.9291873508809784,3.271157449743191e-18,0.0,4.359463841774888e-17,8.673617379884035e-16,0.0
0.5432642741155921,0.5510517283460877,0.9132795493194011,0.046186724441215125,0.9538132755587853,0.0,0.0,0.0,0.0,6.069996013407676e-17
0.5524148911516171,0.5642479724462212,0.9081377624275924,0.02156079994793844,0.9784392000520622,1.2456240258939742e-17,0.0,0.0,0.0,1.0429236372347192e-17
